#STABLE_TRANSFER
#Time	#Average	#Lower		#Upper	
10	22.6782266667	22.2735668147	23.0828865186
20	22.7502666667	22.4210591859	23.0794741474
30	22.8634666667	22.4334617825	23.2934715508
40	22.7309866667	22.3772454094	23.0847279239
50	22.6697033333	22.297179188	23.0422274786
60	22.689	22.3046935903	23.0733064097
70	22.7666166667	22.3672152069	23.1660181264
80	22.6943133333	22.306446737	23.0821799297
90	22.6118633333	22.1890568286	23.034669838
100	22.9642966667	22.5916603299	23.3369330034






#ONE_CONTROLLER
10	61.01629	60.6320277906	61.4005522094
20	61.1247966667	60.677251784	61.5723415493
30	61.5753666667	61.1618561779	61.9888771554
40	60.9847066667	60.5462518111	61.4231615223
50	61.30665	60.8741335855	61.7391664145
60	61.20988	60.7324439344	61.6873160656
70	60.81954	60.4091722976	61.2299077024
80	60.8673333333	60.4460131753	61.2886534914
90	61.2528833333	60.7718819445	61.7338847222
100	61.1751566667	60.8129360905	61.5373772429







#RANDOM
10	40.5461533333	39.6507593416	41.441547325
20	40.76532	39.5197751378	42.0108648622
30	41.24838	40.0164738745	42.4802861255
40	41.2640466667	40.1366938873	42.3913994461
50	41.2436633333	40.1553024234	42.3320242432
60	40.2799366667	39.1820726228	41.3778007105
70	41.2762733333	40.1384030807	42.4141435859
80	40.1819866667	38.9831551043	41.380818229
90	40.96933	39.4449838928	42.4936761072
100	40.4064766667	39.0536702101	41.7592831232






#CENTRALIZED
10	40.8704066667	39.8264358467	41.9143774866
20	40.3267766667	39.0819321824	41.5716211509
30	39.8774966667	38.8767894139	40.8782039194
40	41.2283466667	40.0691674521	42.3875258812
50	41.1945433333	39.7460194752	42.6430671915
60	40.38733	39.325376551	41.449283449
70	40.2415433333	39.247429513	41.2356571537
80	40.4022233333	39.3223917428	41.4820549239
90	40.3271133333	39.3660830777	41.288143589
100	40.55919	39.2669663664	41.8514136336

