#STABLE_TRANSFER
#SS	#Average	#Lower		#Upper	
12	22.6335366667	22.3327447412	22.9343285922
15	22.0272066667	21.7632317981	22.2911815353
18	21.5645066667	21.3552019386	21.7738113947
21	21.4503866667	21.2921273779	21.6086459555
24	21.24977	21.1016687173	21.3978712827







#RANDOM
12	40.8181533333	40.3912976535	41.2450090132
15	40.5933166667	40.1644284254	41.0222049079
18	40.7380733333	40.2522098831	41.2239367836
21	40.42806	39.9745546448	40.8815653552
24	40.2626733333	39.8133451149	40.7120015518







#CENTRALIZED
12	40.54148	40.131698694	40.951261306
15	40.7698275862	40.3361761473	41.2034790251
18	40.6922866667	40.2712056312	41.1133677022
21	40.56679	40.1266546825	41.0069253175
24	40.87185	40.4489743585	41.2947256415







#ONECONTROLLER
12	61.2057233333	61.0549165298	61.3565301369
15	61.1210733333	60.9977519091	61.2443947576
18	61.05576	60.9335541515	61.1779658485
21	61.0828266667	60.938645265	61.2270080684
24	61.1192133333	61.0087038322	61.2297228345

